Record ID,Bug ID,Author,Source,URL,Project,CommitDate
1365039,22278,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=22278,linux,2014-11-07
1365039,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2014-11-07
a060dc5,10676,James Hogan,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,linux,2014-09-16
2062afb,61801,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=61801,linux,2014-07-27
abb43f6,10676,Mathieu Desnoyers,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,linux,2014-04-10
a9f1803,58670,Steven Noonan,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=58670,linux,2014-02-13
f036b36,57134,Anton Blanchard,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=57134,linux,2013-10-11
3f0116c,58670,Ingo Molnar,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=58670,linux,2013-10-11
6833d83,10676,Christoffer Dall,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,linux,2013-08-31
60bc851,52080,Eric Dumazet,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=52080,linux,2013-05-02
2fb0815,48880,Guenter Roeck,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=48880,linux,2013-04-30
7f2de81,46453,Linus Torvalds,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=46453,linux,2012-12-19
7629a9f,54983,Will Deacon,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=54983,linux,2012-10-29
a9468f3,48637,Rabin Vincent,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=48637,linux,2012-03-24
ba12b13,47376,Jan Engelhardt,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=47376,linux,2011-01-20
45f81b1,46226,Steven Rostedt,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=46226,linux,2010-10-30
f8324e2,44631,Mikael Pettersson,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=44631,linux,2010-07-21
398aa66,44492,Will Deacon,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=44492,linux,2010-07-09
1244829,44129,Andi Kleen,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=44129,linux,2010-06-19
746357d,42109,Thomas Gleixner,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=42109,linux,2009-11-20
a137802,28230,Linus Torvalds,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=28230,linux,2009-07-13
aa512a2,40132,Steven Rostedt,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=40132,linux,2009-05-14
f9d1425,27781,Linus Torvalds,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=27781,linux,2009-01-03
4037500,27781,Ralf Baechle,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=27781,linux,2007-12-15
e001548,10153,Herbert Xu,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10153,linux,2007-01-23
f940541,29413,Ralf Baechle,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=29413,linux,2006-10-12
c8d5246,25572,Anton Blanchard,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=25572,linux,2006-01-11
32818c2,23422,Anton Blanchard,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=23422,linux,2005-08-27
d6514e0,74632,claudio,llvm issues,https://github.com/llvm/llvm-project/issues/74632,openbsd,2023-12-14
27d6422,98946,pascal,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=98946,openbsd,2021-07-30
c968ca6,47921,gkoehler,llvm,https://bugs.llvm.org/show_bug.cgi?id=47921,openbsd,2020-11-20
c090f20,45274,gkoehler,llvm,https://bugs.llvm.org/show_bug.cgi?id=45274,openbsd,2020-09-11
18b70c1,34019,robert,llvm,https://bugs.llvm.org/show_bug.cgi?id=34019,openbsd,2017-09-29
cec5ac9,28322,espie,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=28322,openbsd,2017-05-09
26cf605,39219,jsg,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=39219,openbsd,2015-10-07
8529ddd,20218,kettenis,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=20218,openbsd,2015-05-19
0ec0601,17327,fgsch,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=17327,openbsd,2010-01-10
aef8050,18300,wilfried,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=18300,openbsd,2006-10-31
bedc16d,95942,Timo Kreuzer,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=95942,reactos,2024-04-11
4130f0b,53119,Joachim Henze,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=53119,reactos,2021-06-24
2aca4b2,1180800,Timo Kreuzer,msvc,https://developercommunity.visualstudio.com/content/problem/1180800,reactos,2020-09-12
70bcd0f,746534,Timo Kreuzer,msvc,https://developercommunity.visualstudio.com/content/problem/746534,reactos,2019-11-24
1bd07ee,38054,KJK::Hyperion,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=38054,reactos,2008-12-01
feee728,27067,KJK::Hyperion,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=27067,reactos,2008-11-30
c086cc2,17982,KJK::Hyperion,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=17982,reactos,2008-11-24
c086cc2,38054,KJK::Hyperion,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=38054,reactos,2008-11-24
0cc5134,17982,KJK::Hyperion,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=17982,reactos,2008-11-24
0cc5134,38054,KJK::Hyperion,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=38054,reactos,2008-11-24
28d278b,10153,KJK::Hyperion,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10153,reactos,2005-05-28
b670149,10153,Filip Navara,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10153,reactos,2005-02-16
48a28cf,54018,Nico Weber,llvm issues,https://github.com/llvm/llvm-project/issues/54018,serenity,2025-01-02
a06c27c,115664,Daniel Bertalan,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=115664,serenity,2024-07-23
56b7f9e,64706,Dan Klishch,llvm issues,https://github.com/llvm/llvm-project/issues/64706,serenity,2024-07-13
637ccac,51182,Daniel Bertalan,llvm issues,https://github.com/llvm/llvm-project/issues/51182,serenity,2024-05-30
cc92c3f,97202,Daniel Bertalan,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=97202,serenity,2024-04-21
cc92c3f,114784,Daniel Bertalan,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=114784,serenity,2024-04-21
3b84b03,111632,Andrew Kaster,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=111632,serenity,2024-04-17
6f972c1,67260,Daniel Bertalan,llvm issues,https://github.com/llvm/llvm-project/issues/67260,serenity,2023-11-06
8df5bd5,109727,Daniel Bertalan,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=109727,serenity,2023-05-15
00b4976,109683,Daniel Bertalan,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=109683,serenity,2023-05-02
0016f63,61775,Daniel Bertalan,llvm issues,https://github.com/llvm/llvm-project/issues/61775,serenity,2023-03-30
fd3e3d5,102725,Daniel Bertalan,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=102725,serenity,2022-05-12
1faffc2,39634,Daniel Bertalan,llvm,https://bugs.llvm.org/show_bug.cgi?id=39634,serenity,2021-10-18
7fb41d6,88144,Daniel Bertalan,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88144,serenity,2021-08-08
d4e48d5,92875,Alberto Escolar Piedras,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=92875,zephyr,2023-08-14
8027072,48983,Reto Schneider,llvm issues,https://github.com/llvm/llvm-project/issues/48983,zephyr,2022-08-02
0b09ca8,11740,Daniel Leung,llvm,https://bugs.llvm.org/show_bug.cgi?id=11740,zephyr,2022-02-02
deeb98d,11740,Daniel Leung,llvm,https://bugs.llvm.org/show_bug.cgi?id=11740,zephyr,2022-01-26
9602c65,10676,Daniel Leung,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,zephyr,2019-12-13
5f353e0,49653,Daniel Leung,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=49653,zephyr,2016-02-06
03066f2,49653,Daniel Leung,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=49653,zephyr,2016-02-06
ed9cdac,49653,Daniel Leung,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=49653,zephyr,2016-02-06
94718c7,49653,Daniel Leung,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=49653,zephyr,2016-02-06
